Date,ARS,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,DZD,EUR,GBP,HKD,HRK,HUF,IDR,ILS,INR,JPY,KRW,MAD,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,ZAR,ISK
2019-11-04,59.651,1.4481,1.7528,4.0011,1.3156,0.98772,7.0286,22.863,6.6959,119.53,0.89622,0.77405,7.8384,6.6757,294.66,14020,3.5203,70.73,108.38,1162.32,9.6118,19.0984,4.1505,9.1117,1.5557,50.525,3.8168,4.2608,63.249,9.5927,1.3574,30.193,5.6895,30.415,14.8141,123.59
2019-11-05,59.725,1.4474,1.7606,4.0197,1.3128,0.991,6.9974,22.987,6.7254,119.58,0.90017,0.77516,7.8351,6.705,296.91,13968,3.4999,70.69,108.86,1156.13,9.6378,19.1799,4.1305,9.139,1.5608,50.42,3.8386,4.2833,63.402,9.6267,1.3573,30.195,5.7437,30.367,14.7516,123.95
2019-11-06,59.66,1.4491,1.7636,3.9894,1.3164,0.99279,6.9977,22.992,6.737,119.84,0.90171,0.77577,7.8256,6.7036,299.08,14015,3.4846,70.952,109.0,1158.07,9.648,19.211,4.1365,9.1307,1.5676,50.61,3.8497,4.2946,63.71,9.5978,1.3584,30.305,5.7532,30.383,14.8019,124.17
2019-11-07,59.775,1.4498,1.7656,4.084,1.3167,0.99287,6.9758,23.051,6.7455,119.93,0.90277,0.78037,7.826,6.7071,300.38,13995,3.4868,70.912,109.15,1154.89,9.6476,19.136,4.124,9.0923,1.5693,50.48,3.8506,4.2974,63.717,9.5922,1.3573,30.355,5.7428,30.341,14.7362,124.31
2019-11-08,59.675,1.456,1.7725,4.1311,1.3196,0.9961,6.9889,23.098,6.7724,119.92,0.90629,0.78084,7.8278,6.7378,302.13,14014,3.4922,71.281,109.41,1157.02,9.6626,19.1572,4.1335,9.1438,1.5793,50.579,3.8617,4.3174,63.862,9.6996,1.3596,30.385,5.7561,30.363,14.7835,124.8
2019-11-11,59.503,1.4587,1.7714,4.1617,1.323,0.99375,7.0106,23.105,6.7677,120.15,0.90572,0.77659,7.8274,6.7377,302.83,14076,3.4952,71.542,108.95,1166.56,9.6713,19.116,4.1436,9.1396,1.5712,50.845,3.8708,4.3151,63.882,9.6988,1.3608,30.335,5.7714,30.429,14.8673,124.72
2019-11-12,59.663,1.4605,1.7756,4.1641,1.3244,0.99528,7.0074,23.149,6.7837,120.16,0.90785,0.77912,7.8259,6.756,303.58,14071,3.5023,71.692,109.16,1163.68,9.6866,19.1484,4.1425,9.151,1.578,50.803,3.8808,4.3236,63.991,9.7143,1.3612,30.337,5.773,30.437,14.8283,125.01
2019-11-13,59.775,1.4653,1.777,4.1811,1.3258,0.98982,7.0217,23.252,6.7895,120.21,0.9086,0.77921,7.8325,6.7613,304.15,14104,3.4965,72.069,108.84,1170.41,9.6874,19.4185,4.1535,9.2122,1.5653,50.904,3.8955,4.3279,64.342,9.754,1.3629,30.235,5.7529,30.515,14.941,125.11
2019-11-14,59.675,1.4743,1.7785,4.1764,1.3265,0.98872,7.021,23.243,6.7946,120.23,0.90934,0.77879,7.8292,6.7639,303.6,14102,3.4801,71.929,108.66,1171.11,9.6903,19.4326,4.1575,9.2023,1.5662,50.73,3.9034,4.3351,64.1,9.7245,1.363,30.206,5.7617,30.557,14.8409,122.94
2019-11-15,59.599,1.4701,1.7725,4.1958,1.3239,0.99003,7.0095,23.186,6.7721,120.08,0.90629,0.77633,7.8268,6.741,303.43,14073,3.4758,71.745,108.71,1164.89,9.6649,19.2306,4.1523,9.0942,1.5638,50.615,3.8776,4.3217,63.797,9.6536,1.3613,30.225,5.7489,30.515,14.7267,123.16
2019-11-18,59.608,1.4684,1.7682,4.1769,1.3219,0.99087,7.0183,23.138,6.7558,119.95,0.90408,0.77145,7.8287,6.7263,303.11,14093,3.4581,71.807,108.99,1165.48,9.6466,19.2487,4.1555,9.1185,1.5618,50.702,3.8798,4.3164,63.85,9.6377,1.3604,30.235,5.7243,30.497,14.7783,122.86
2019-11-19,59.75,1.4656,1.7656,4.1947,1.321,0.99115,7.0262,23.079,6.7456,119.87,0.90277,0.77253,7.8278,6.7192,302.37,14090,3.4588,71.678,108.75,1166.39,9.635,19.2624,4.1575,9.1047,1.5581,50.89,3.8708,4.3119,63.76,9.6123,1.3605,30.205,5.7154,30.515,14.7342,123.05
2019-11-20,59.7,1.4673,1.7685,4.1965,1.3302,0.99259,7.0337,23.095,6.7575,119.97,0.90424,0.77507,7.8261,6.7271,301.48,14108,3.4745,71.818,108.47,1170.53,9.642,19.4231,4.1655,9.174,1.5573,50.89,3.8821,4.3225,63.998,9.6695,1.3617,30.185,5.697,30.534,14.7998,122.89
2019-11-21,59.845,1.468,1.7634,4.1884,1.3307,0.99161,7.0267,23.01,6.7381,119.84,0.90163,0.77133,7.8207,6.7077,300.92,14087,3.4541,71.741,108.61,1174.93,9.6182,19.4437,4.1695,9.1081,1.5543,50.869,3.8743,4.311,63.692,9.6085,1.3613,30.205,5.689,30.513,14.6646,122.89
2019-11-22,59.87,1.4729,1.7687,4.1882,1.3275,0.99421,7.0387,23.072,6.7577,119.99,0.90432,0.77754,7.8247,6.725,302.31,14085,3.4664,71.687,108.55,1178.4,9.6319,19.395,4.171,9.1412,1.5587,50.855,3.8865,4.3173,63.697,9.6098,1.363,30.195,5.708,30.549,14.715,123.26
2019-11-25,59.79,1.4746,1.7767,4.2056,1.3307,0.998,7.0362,23.151,6.7874,120.05,0.90843,0.77684,7.8274,6.7555,304.53,14092,3.4624,71.709,108.9,1175.47,9.6584,19.3895,4.1785,9.1811,1.5613,50.795,3.9031,4.3353,63.99,9.6437,1.3654,30.225,5.7409,30.525,14.7404,123.46
2019-11-26,59.652,1.4747,1.7748,4.2573,1.3306,0.99755,7.0396,23.144,6.7804,120.16,0.90744,0.77781,7.8272,6.7473,305.05,14100,3.4616,71.521,108.97,1176.83,9.6379,19.48,4.183,9.1623,1.5576,50.831,3.9034,4.3345,64.015,9.6015,1.3663,30.215,5.74,30.526,14.8261,122.87
2019-11-27,59.895,1.4733,1.7765,4.2459,1.3266,0.99791,7.0263,23.176,6.7864,120.2,0.90835,0.77618,7.8278,6.7572,305.16,14095,3.4703,71.351,109.17,1177.11,9.6467,19.4822,4.172,9.1761,1.5552,50.829,3.9158,4.3456,63.986,9.5903,1.3651,30.235,5.7627,30.527,14.7048,122.63
2019-11-28,59.91,1.4769,1.7772,4.252,1.3289,0.99873,7.0346,23.239,6.7892,120.22,0.90868,0.77401,7.827,6.7578,305.54,14101,3.4684,71.613,109.5,1179.46,9.6585,19.6084,4.1735,9.1895,1.5571,50.795,3.9266,4.348,64.092,9.5832,1.3659,30.225,5.768,30.491,14.7477,122.67
2019-11-29,59.775,1.4777,1.7809,4.2305,1.3307,1.0015,7.0271,23.233,6.8032,120.3,0.91058,0.77604,7.8268,6.7734,303.97,14105,3.4726,71.652,109.66,1179.94,9.6835,19.5301,4.1779,9.201,1.5562,50.845,3.9323,4.3547,64.245,9.5606,1.3674,30.235,5.7547,30.523,14.6783,122.02
2019-12-02,59.841,1.4733,1.7743,4.2324,1.3296,0.99746,7.0421,23.164,6.7778,120.12,0.90719,0.77309,7.8288,6.7477,302.08,14125,3.477,71.648,109.54,1185.27,9.6565,19.5655,4.1795,9.1947,1.544,51.09,3.901,4.3358,64.34,9.5605,1.3685,30.285,5.7549,30.51,14.6757,122.29
2019-12-03,59.807,1.462,1.7666,4.2042,1.332,0.9888,7.0581,23.058,6.7491,119.92,0.90326,0.76958,7.829,6.7203,299.66,14105,3.4862,71.746,108.74,1191.54,9.6289,19.5971,4.1745,9.1833,1.5355,51.109,3.87,4.3155,64.188,9.5432,1.3655,30.285,5.7364,30.53,14.6557,121.4
2019-12-04,59.843,1.4622,1.765,4.1983,1.3272,0.98872,7.0525,23.03,6.7426,119.89,0.90245,0.76356,7.829,6.7128,298.72,14105,3.471,71.53,108.7,1192.31,9.6249,19.5082,4.1765,9.1799,1.5324,51.005,3.8617,4.3095,63.89,9.5229,1.363,30.305,5.7403,30.477,14.5496,121.11
2019-12-05,59.935,1.4648,1.7629,4.218,1.3169,0.98828,7.0421,23.009,6.7348,119.79,0.90139,0.7614,7.8288,6.7054,298.22,14065,3.463,71.228,108.79,1190.45,9.6255,19.3708,4.1695,9.1593,1.5321,50.84,3.8537,4.3073,63.8,9.5023,1.3614,30.355,5.7549,30.496,14.6723,121.15
2019-12-06,59.96,1.4593,1.7629,4.1826,1.3176,0.98864,7.0302,23.015,6.7354,119.64,0.90139,0.76125,7.8287,6.7054,297.63,14020,3.4672,71.249,108.56,1187.41,9.6311,19.3492,4.1595,9.1252,1.5221,50.791,3.8554,4.3086,63.768,9.4811,1.3597,30.327,5.7592,30.476,14.6234,121.33
2019-12-09,59.908,1.4653,1.766,4.1447,1.3251,0.98953,7.0393,23.05,6.747,119.72,0.90293,0.76023,7.8277,6.7167,299.4,14001,3.4703,71.067,108.49,1191.23,9.6443,19.2777,4.1602,9.1411,1.5251,50.85,3.8679,4.315,63.723,9.5201,1.3598,30.312,5.8032,30.487,14.6077,121.26
2019-12-10,60.215,1.4693,1.7656,4.1429,1.324,0.98601,7.0387,23.045,6.7465,119.73,0.90277,0.75899,7.8262,6.7164,298.68,14010,3.4641,70.923,108.58,1192.33,9.6472,19.22,4.1645,9.1923,1.5297,50.775,3.8732,4.3128,63.612,9.5301,1.3598,30.295,5.8048,30.463,14.8164,121.6
2019-12-11,59.745,1.4622,1.766,4.1165,1.3238,0.98564,7.0393,23.045,6.7474,119.72,0.90293,0.76068,7.8138,6.7165,298.64,14044,3.4766,70.801,108.75,1193.23,9.6528,19.2253,4.1645,9.1643,1.5281,50.816,3.8708,4.3154,63.559,9.4442,1.3598,30.265,5.8103,30.447,14.7641,121.99
2019-12-12,59.73,1.4515,1.7561,4.1113,1.3178,0.98222,7.0373,22.914,6.7102,119.47,0.89791,0.75927,7.8049,6.6795,295.77,14035,3.4793,70.877,108.6,1188.28,9.6031,19.1102,4.1595,9.1003,1.518,50.71,3.8463,4.2912,62.933,9.3827,1.3574,30.175,5.7816,30.32,14.6582,122.74
2019-12-13,59.84,1.4461,1.7503,4.0866,1.3166,0.98282,6.9715,22.828,6.6879,119.27,0.89493,0.74734,7.7915,6.6581,294.3,13985,3.4808,70.754,109.57,1171.44,9.5711,19.0192,4.1345,9.0057,1.51,50.511,3.8237,4.2773,62.639,9.3512,1.3519,30.185,5.8011,30.206,14.4436,122.61
2019-12-16,59.783,1.4514,1.7547,4.0814,1.3118,0.98268,7.0003,22.863,6.7047,119.54,0.89718,0.74839,7.7926,6.6751,295.18,14005,3.492,70.973,109.43,1170.53,9.6035,19.0221,4.142,8.9969,1.5126,50.62,3.8271,4.2877,62.652,9.3498,1.3544,30.225,5.8487,30.128,14.472,122.73
2019-12-17,59.731,1.4598,1.7522,4.0682,1.3161,0.98065,6.9961,22.796,6.6951,119.35,0.8959,0.75925,7.7901,6.6713,295.39,13990,3.4936,70.959,109.58,1164.11,9.5985,18.9285,4.1425,9.017,1.5207,50.54,3.8161,4.2798,62.602,9.3817,1.3557,30.225,5.8791,30.126,14.4173,122.38
2019-12-18,59.751,1.4599,1.7596,4.0573,1.3157,0.98183,6.998,22.933,6.7224,119.58,0.89969,0.76523,7.7882,6.7014,297.59,13998,3.5025,70.981,109.59,1166.5,9.6205,18.9744,4.1385,9.0286,1.5223,50.626,3.8422,4.2969,62.554,9.4002,1.3563,30.235,5.9138,30.154,14.368,123.44
2019-12-19,59.903,1.4561,1.7593,4.0625,1.3122,0.98039,7.0101,22.914,6.7215,119.55,0.89952,0.76525,7.7977,6.6923,297.31,13989,3.4926,71.091,109.5,1166.32,9.6256,18.9943,4.142,8.9759,1.52,50.61,3.8335,4.2916,62.48,9.4252,1.3559,30.195,5.9388,30.162,14.3186,123.41
2019-12-20,59.742,1.4498,1.7625,4.0709,1.3138,0.98072,7.0077,22.93,6.7334,119.65,0.90114,0.76717,7.7959,6.7036,297.83,13978,3.477,71.194,109.32,1159.39,9.6299,18.9475,4.14,8.9631,1.5149,50.72,3.8382,4.2989,62.148,9.4025,1.355,30.185,5.9272,30.18,14.2323,122.92
2019-12-23,59.816,1.4454,1.766,4.0831,1.3162,0.98149,7.0115,23.024,6.7466,119.75,0.90293,0.77389,7.7862,6.7233,299.09,13986,3.472,71.283,109.42,1163.45,9.6384,18.9634,4.1425,8.9508,1.5108,50.99,3.8473,4.31,62.33,9.4332,1.356,30.165,5.9444,30.128,14.2307,122.26
2019-12-24,59.942,1.4458,1.7652,4.0836,1.3161,0.98177,7.0075,23.001,6.743,119.74,0.90253,0.77196,7.7879,6.7198,299.42,13985,3.4715,71.256,109.38,1162.19,9.6382,18.963,4.1365,8.9457,1.5087,50.84,3.8446,4.3132,62.088,9.4362,1.3553,30.155,5.9561,30.126,14.1935,122.38
2019-12-27,59.905,1.4342,1.7536,4.0489,1.3083,0.97642,6.9959,22.872,6.6981,119.38,0.89662,0.76329,7.7867,6.6776,296.63,13964,3.4619,71.404,109.59,1160.6,9.5992,18.9178,4.1275,8.8387,1.4933,50.725,3.826,4.2875,62.047,9.3574,1.3524,30.155,5.9579,30.11,14.0455,121.58
2019-12-30,59.905,1.4293,1.748,4.0332,1.3067,0.97158,6.9868,22.757,6.6759,119.22,0.89373,0.76153,7.7874,6.657,295.86,13912,3.4631,71.331,109.21,1156.81,9.596,18.8444,4.1065,8.7997,1.487,50.75,3.8044,4.2739,61.916,9.3306,1.3485,29.915,5.9493,30.053,14.0672,121.37
2019-12-31,59.88,1.4238,1.741,4.0197,1.2994,0.96617,6.9615,22.617,6.6508,119.0,0.89015,0.75734,7.7865,6.6223,294.22,13883,3.4578,71.382,108.55,1153.89,9.566,18.8891,4.0905,8.7803,1.4824,50.65,3.7892,4.2576,62.272,9.2993,1.3451,29.745,5.9501,29.914,14.0442,120.88
2020-01-02,59.757,1.43,1.7473,4.0088,1.2998,0.9707,6.9638,22.703,6.6755,119.19,0.89342,0.75787,7.7909,6.651,294.81,13885,3.4566,71.389,108.77,1159.87,9.5811,18.885,4.0886,8.7919,1.4936,50.768,3.8009,4.273,61.815,9.3566,1.3476,30.145,5.959,30.031,14.0709,122.31
2020-01-03,59.882,1.4381,1.7546,4.0613,1.2982,0.97246,6.9716,22.751,6.7041,119.37,0.8971,0.76357,7.779,6.6801,296.52,13938,3.4777,71.777,108.14,1166.52,9.6142,18.9674,4.102,8.8199,1.4998,51.12,3.8121,4.2867,62.007,9.4068,1.3499,30.155,5.9735,30.047,14.2838,122.81
2020-01-06,59.744,1.44,1.7472,4.0612,1.2976,0.96927,6.9724,22.602,6.6761,119.19,0.89334,0.76126,7.7701,6.6509,294.5,13940,3.4762,71.931,108.11,1169.22,9.5752,18.8869,4.104,8.7983,1.4997,51.141,3.7891,4.2651,62.002,9.4075,1.3498,30.145,5.9764,30.079,14.2456,122.65
2020-01-07,59.737,1.4546,1.7506,4.0839,1.2997,0.97118,6.9425,22.624,6.6891,119.44,0.89509,0.76247,7.7726,6.6665,296.53,13875,3.4668,71.84,108.44,1165.84,9.5856,18.8731,4.093,8.821,1.5067,50.87,3.8003,4.2766,61.992,9.4364,1.3499,30.275,5.9757,30.05,14.2968,122.9
2020-01-08,59.764,1.457,1.7596,4.0569,1.3018,0.97094,6.9441,22.731,6.7234,119.65,0.89969,0.76354,7.7754,6.7018,297.87,13893,3.4675,71.713,108.74,1167.22,9.605,18.8106,4.1015,8.8626,1.506,50.76,3.8173,4.2982,61.753,9.4564,1.3508,30.355,5.9521,30.042,14.23,123.35
2020-01-09,59.825,1.4575,1.7604,4.0679,1.3056,0.97282,6.9317,22.73,6.7265,119.58,0.90009,0.76764,7.7693,6.7021,299.29,13850,3.4704,71.253,109.4,1159.57,9.6044,18.7795,4.0905,8.8807,1.5118,50.63,3.8184,4.3011,61.275,9.4806,1.3518,30.285,5.8804,29.959,14.2069,123.94
2020-01-10,59.82,1.4545,1.7634,4.0743,1.3072,0.97575,6.9221,22.78,6.738,119.66,0.90163,0.76467,7.7664,6.7122,301.01,13763,3.4691,70.951,109.64,1159.5,9.6055,18.8107,4.0765,8.9032,1.5119,50.49,3.8285,4.3094,61.348,9.5131,1.3497,30.235,5.8785,29.97,14.2531,123.16
2020-01-13,59.736,1.4486,1.7579,4.1194,1.3045,0.97169,6.8935,22.677,6.7169,119.51,0.8988,0.77081,7.7749,6.6911,300.46,13701,3.4697,70.845,109.88,1157.73,9.582,18.792,4.0625,8.894,1.5072,50.465,3.8062,4.2948,61.198,9.4911,1.3472,30.218,5.8619,29.916,14.3761,123.31
2020-01-14,59.875,1.4494,1.7596,4.1436,1.3071,0.96869,6.8858,22.632,6.7234,119.58,0.89969,0.77029,7.7775,6.6982,299.39,13693,3.4675,70.83,110.05,1156.76,9.5873,18.8403,4.0745,8.8997,1.5117,50.6,3.7984,4.3,61.396,9.469,1.3478,30.251,5.8883,29.915,14.4196,123.44
2020-01-15,59.979,1.4529,1.7553,4.1599,1.3072,0.96491,6.888,22.567,6.7068,119.47,0.8975,0.76901,7.7716,6.6813,298.82,13698,3.4609,70.797,109.88,1157.08,9.5793,18.8063,4.0755,8.8691,1.5172,50.728,3.7933,4.2903,61.424,9.4768,1.3472,30.24,5.8858,29.94,14.3796,122.6
2020-01-16,59.887,1.4428,1.7511,4.165,1.3035,0.9615,6.8795,22.536,6.6908,119.31,0.89534,0.76524,7.7726,6.6629,298.9,13630,3.4538,70.929,109.95,1158.45,9.5672,18.7931,4.0628,8.869,1.5014,50.834,3.7894,4.2788,61.608,9.4617,1.3452,30.365,5.8522,29.9,14.4354,122.66
2020-01-17,59.89,1.4514,1.7607,4.1763,1.3052,0.96651,6.8587,22.639,6.7275,119.61,0.90025,0.76616,7.7685,6.6959,302.12,13670,3.4544,71.081,110.11,1159.86,9.6084,18.7559,4.0548,8.9026,1.5108,50.907,3.8141,4.3035,61.442,9.4932,1.3468,30.38,5.8807,29.953,14.4564,123.69
2020-01-20,60.005,1.4573,1.7644,4.1822,1.3069,0.96861,6.8662,22.666,6.7412,119.73,0.90212,0.76928,7.7683,6.708,303.46,13638,3.4575,71.073,110.18,1160.2,9.6142,18.6685,4.0615,8.9143,1.5152,50.96,3.828,4.3116,61.532,9.5217,1.348,30.354,5.9183,29.943,14.5282,124.13
2020-01-21,60.005,1.4554,1.7596,4.198,1.3056,0.96653,6.9035,22.552,6.7229,119.54,0.89969,0.765,7.7699,6.6914,301.68,13673,3.4552,71.196,110.04,1167.9,9.5908,18.7305,4.0715,8.9393,1.5125,51.002,3.8181,4.2991,61.835,9.4937,1.349,30.4,5.9323,30.021,14.4758,123.98
2020-01-22,60.095,1.4596,1.7639,4.1925,1.3046,0.97015,6.9021,22.67,6.7396,119.62,0.90188,0.76159,7.7715,6.7077,302.68,13653,3.4523,71.127,109.97,1163.93,9.6101,18.7067,4.0655,8.9818,1.5135,50.955,3.822,4.3095,61.953,9.5173,1.3487,30.38,5.9229,29.993,14.4075,124.28
2020-01-23,60.078,1.456,1.7634,4.1703,1.3163,0.96781,6.9333,22.684,6.7381,119.65,0.90163,0.76186,7.7722,6.7116,304.02,13652,3.4565,71.315,109.55,1167.75,9.6119,18.7116,4.07,8.9873,1.5145,50.955,3.8264,4.3087,61.879,9.5098,1.3498,30.55,5.9301,30.04,14.3813,124.24
2020-01-24,60.1,1.4614,1.7724,4.1762,1.3132,0.97073,6.9333,22.8,6.7721,119.82,0.90621,0.76405,7.7725,6.7435,304.49,13596,3.4527,71.291,109.61,1168.21,9.6416,18.7739,4.065,9.0054,1.5119,50.831,3.8573,4.3316,61.775,9.5481,1.3512,30.56,5.9392,30.039,14.3711,124.51
2020-01-27,60.13,1.4776,1.774,4.2147,1.3187,0.96952,6.9367,22.885,6.778,119.88,0.90703,0.76515,7.7773,6.7497,306.15,13605,3.4604,71.421,108.94,1177.63,9.6376,18.9315,4.0655,9.1032,1.5251,50.87,3.8744,4.3363,62.625,9.5959,1.3574,30.72,5.947,30.148,14.5516,124.63
2020-01-28,60.091,1.4802,1.7772,4.1977,1.319,0.97256,6.9367,22.918,6.7904,120.06,0.90868,0.76877,7.7763,6.7615,306.39,13637,3.456,71.289,109.06,1178.74,9.6587,18.8387,4.0865,9.1557,1.5306,50.775,3.8829,4.342,62.611,9.6313,1.3584,30.845,5.9496,30.106,14.6523,124.67
2020-01-29,60.23,1.4816,1.7778,4.1895,1.3177,0.97527,6.9366,22.914,6.7928,120.17,0.90901,0.76884,7.7723,6.7648,306.69,13628,3.459,71.282,109.14,1178.67,9.6498,18.7356,4.08,9.1413,1.5333,50.84,3.8939,4.3423,62.7,9.613,1.3609,30.97,5.9594,30.098,14.6095,123.53
2020-01-30,60.245,1.4881,1.7733,4.2466,1.3217,0.96926,6.9366,22.894,6.7757,120.09,0.9067,0.76329,7.7684,6.7479,306.79,13687,3.4527,71.639,108.83,1192.31,9.63,18.7669,4.088,9.2246,1.5389,50.998,3.8873,4.3313,63.172,9.6471,1.3628,31.195,5.9815,30.336,14.7496,123.22
2020-01-31,60.295,1.4924,1.7696,4.2668,1.3235,0.96761,6.9367,22.81,6.7618,119.81,0.90481,0.76163,7.7672,6.7354,304.97,13655,3.4464,71.395,108.89,1195.8,9.6099,18.8237,4.0985,9.2194,1.5457,51.015,3.8915,4.324,63.643,9.6605,1.3655,31.18,5.9824,30.313,14.9204,123.33
2020-02-03,60.28,1.493,1.7674,4.2626,1.3236,0.9644,7.0198,22.752,6.753,119.73,0.90367,0.76609,7.7657,6.7292,305.17,13742,3.4461,71.393,108.53,1192.05,9.6072,18.8126,4.114,9.2707,1.5458,50.87,3.8829,4.3185,63.798,9.6519,1.368,31.04,5.9842,30.281,14.893,124.07
2020-02-04,60.565,1.488,1.7703,4.2274,1.3279,0.96868,6.9966,22.758,6.764,119.9,0.90514,0.76828,7.7666,6.7449,304.42,13710,3.4513,71.245,109.09,1186.41,9.6169,18.7111,4.1115,9.2277,1.548,50.78,3.8698,4.3232,63.244,9.6197,1.3703,30.95,5.9805,30.157,14.7775,124.82
2020-02-05,60.582,1.4786,1.7743,4.2288,1.3285,0.97224,6.9725,22.73,6.7793,120.01,0.90719,0.76607,7.763,6.7648,304.6,13641,3.4456,71.154,109.72,1182.05,9.6268,18.5902,4.117,9.1784,1.5428,50.767,3.8548,4.3304,62.625,9.5664,1.3791,30.965,5.9852,29.978,14.7189,125.28
2020-02-06,60.562,1.4798,1.7775,4.2309,1.3278,0.97383,6.9686,22.624,6.7913,120.11,0.90884,0.77102,7.7633,6.7766,306.06,13634,3.4327,71.148,109.85,1183.11,9.6412,18.6176,4.1215,9.2055,1.5445,50.729,3.8581,4.3311,63.126,9.5928,1.3844,31.08,5.988,30.035,14.8167,125.51
2020-02-07,60.624,1.4967,1.783,4.2919,1.3314,0.97593,6.9934,22.819,6.8123,120.18,0.91166,0.77236,7.7644,6.7964,308.28,13732,3.4265,71.44,109.86,1194.07,9.649,18.7146,4.14,9.2691,1.5584,50.885,3.8885,4.3407,63.834,9.6139,1.3907,31.3,5.9885,30.156,14.9698,125.72
2020-02-10,60.706,1.4951,1.786,4.311,1.3314,0.97708,6.983,22.853,6.8235,120.31,0.91316,0.77279,7.7654,6.8076,308.07,13731,3.4228,71.324,109.74,1188.39,9.6672,18.7627,4.148,9.2401,1.5622,50.824,3.8952,4.3524,64.023,9.6546,1.3888,31.3,6.0174,30.103,15.0476,125.92
2020-02-11,60.915,1.4916,1.7941,4.3111,1.3297,0.97853,6.9741,22.902,6.8545,120.51,0.91735,0.77355,7.7661,6.8425,310.0,13686,3.4125,71.272,109.83,1183.96,9.6897,18.6735,4.1335,9.2609,1.5645,50.51,3.9051,4.3751,63.59,9.6664,1.3877,31.265,6.0339,30.014,14.8914,126.5
2020-02-12,61.175,1.482,1.792,4.3326,1.3256,0.97535,6.9702,22.795,6.8461,120.45,0.91625,0.77019,7.7687,6.833,311.06,13664,3.4199,71.316,109.98,1180.14,9.6822,18.6247,4.136,9.2033,1.5422,50.567,3.899,4.3671,62.995,9.6175,1.3856,31.105,6.0402,29.995,14.7761,126.35
2020-02-13,61.32,1.485,1.7998,4.3418,1.3257,0.97847,6.9835,22.854,6.876,120.65,0.92022,0.76723,7.7664,6.8568,310.22,13704,3.4261,71.271,109.7,1183.42,9.7064,18.6261,4.1415,9.2404,1.5492,50.486,3.9121,4.3844,63.514,9.646,1.3892,31.139,6.059,29.994,14.8443,126.71
2020-02-14,61.425,1.4897,1.8039,4.3283,1.3248,0.98146,6.9874,22.9,6.8911,120.93,0.92234,0.76746,7.7674,6.8705,309.6,13716,3.429,71.45,109.86,1184.05,9.7165,18.5953,4.14,9.2472,1.5554,50.55,3.919,4.3981,63.56,9.6924,1.3918,31.219,6.063,30.035,14.8625,126.82
2020-02-17,61.459,1.4886,1.8051,4.3137,1.3229,0.9821,6.9815,22.882,6.8944,120.72,0.92293,0.76823,7.7674,6.8726,308.85,13652,3.4269,71.382,109.88,1183.85,9.723,18.5731,4.145,9.2638,1.5564,50.565,3.9335,4.4087,63.456,9.7206,1.3887,31.175,6.0491,30.016,14.9603,127.09
2020-02-18,61.62,1.4973,1.8082,4.3462,1.3263,0.98179,7.0018,23.02,6.9066,120.8,0.92456,0.76724,7.7685,6.8824,309.57,13665,3.4234,71.551,109.74,1191.51,9.7298,18.6391,4.153,9.3272,1.5644,50.665,3.9521,4.4215,63.765,9.7539,1.3922,31.225,6.0691,30.14,15.051,127.31
2020-02-19,61.715,1.4946,1.8109,4.3689,1.3223,0.98343,6.9943,23.113,6.916,120.9,0.92593,0.76989,7.7708,6.8938,311.42,13688,3.4209,71.513,110.51,1189.58,9.7346,18.5824,4.1625,9.2757,1.5632,50.57,3.9548,4.4252,63.541,9.791,1.3919,31.2,6.0746,30.133,14.9468,127.87
2020-02-20,61.745,1.5101,1.8126,4.3875,1.3257,0.98387,7.0238,23.204,6.9213,121.22,0.92678,0.77702,7.7813,6.9041,313.25,13707,3.4299,71.616,112.01,1206.48,9.7358,18.6914,4.184,9.31,1.5798,50.718,3.969,4.4466,63.768,9.8225,1.4005,31.44,6.0988,30.36,15.1034,127.99
2020-02-21,61.809,1.515,1.8108,4.4024,1.3258,0.98232,7.0313,23.202,6.9162,120.92,0.92584,0.77317,7.7879,6.8966,312.1,13765,3.4242,71.988,111.99,1212.34,9.7357,18.9964,4.1935,9.3392,1.5836,50.88,3.9658,4.4477,64.39,9.7852,1.4009,31.63,6.1227,30.458,15.088,128.04
2020-02-24,61.776,1.5145,1.8079,4.3884,1.3285,0.97985,7.0348,23.282,6.9051,120.85,0.92439,0.77494,7.7948,6.9005,312.08,13957,3.4395,71.941,111.41,1219.45,9.7252,19.156,4.227,9.3666,1.5802,51.07,3.9738,4.4429,65.324,9.783,1.4017,31.74,6.1563,30.47,15.1222,128.77
2020-02-25,61.74,1.5168,1.8042,4.3883,1.3287,0.97832,7.0152,23.271,6.8912,120.75,0.92251,0.77149,7.7901,6.8789,311.26,13925,3.4279,71.701,110.63,1213.73,9.7055,19.0203,4.233,9.3727,1.583,51.07,3.9679,4.4371,65.308,9.7498,1.3991,31.725,6.152,30.363,15.189,128.51
2020-02-26,61.757,1.5232,1.7984,4.39,1.3305,0.97526,7.0188,23.305,6.8699,120.6,0.91954,0.77379,7.7924,6.8602,311.98,13997,3.4417,71.651,110.46,1215.9,9.6681,19.132,4.2255,9.3897,1.5883,51.069,3.9627,4.4184,65.505,9.7299,1.3981,31.875,6.1592,30.338,15.1315,128.09
