Date,ARS,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,DZD,EUR,GBP,HKD,HRK,HUF,IDR,ILS,INR,JPY,KRW,MAD,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,ZAR,ISK
2017-12-29,18.9302,1.2796,1.6308,3.3127,1.254,0.97574,6.5075,21.292,6.2077,114.77,0.83382,0.73979,7.8146,6.2036,258.76,13540,3.4716,63.876,112.57,1066.96,9.3585,19.729,4.047,8.205,1.405,49.858,3.4829,3.8843,57.86,8.208,1.3361,32.62,3.7909,29.654,12.345,
2018-01-02,18.6142,1.2775,1.6211,3.2743,1.2539,0.97124,6.493,21.131,6.1697,114.55,0.82884,0.73728,7.8146,6.1865,255.77,13482,3.4557,63.489,112.18,1062.24,9.3235,19.5218,4.0195,8.1018,1.4053,49.84,3.4507,3.8562,57.288,8.1461,1.3287,32.42,3.758,29.562,12.3498,
2018-01-03,18.4047,1.2758,1.6267,3.2634,1.2515,0.97613,6.5015,21.247,6.1916,114.73,0.83174,0.73725,7.8171,6.189,257.25,13455,3.459,63.5,112.26,1065.78,9.3398,19.4494,4.015,8.1045,1.4091,49.894,3.4644,3.8555,57.47,8.1718,1.3298,32.529,3.768,29.572,12.38,
2018-01-04,18.4749,1.2763,1.6211,3.2375,1.2527,0.97497,6.4965,21.148,6.1707,114.6,0.82884,0.73852,7.8179,6.1629,255.72,13420,3.4462,63.405,112.66,1063.52,9.3189,19.3303,4.012,8.0941,1.4055,49.782,3.4443,3.8367,57.133,8.1409,1.3297,32.22,3.7602,29.605,12.3063,
2018-01-05,18.665,1.2753,1.6237,3.2426,1.251,0.97609,6.4883,21.249,6.1817,114.56,0.83022,0.73792,7.8197,6.1727,256.35,13420,3.4373,63.37,113.28,1063.68,9.31,19.3665,4.0,8.0878,1.3978,49.867,3.4499,3.8482,57.096,8.1626,1.3278,32.19,3.7465,29.51,12.3608,
2018-01-08,18.9501,1.277,1.6335,3.2427,1.2428,0.97795,6.4993,21.318,6.2196,114.66,0.83521,0.73844,7.8223,6.2157,257.95,13434,3.4417,63.508,113.04,1067.29,9.3591,19.2784,4.0031,8.0834,1.395,50.192,3.4797,3.8592,57.109,8.1989,1.3327,32.21,3.749,29.567,12.4383,
2018-01-09,19.0496,1.2774,1.6391,3.2326,1.2425,0.98282,6.5257,21.4,6.2411,115.01,0.83808,0.73978,7.8212,6.2416,259.27,13442,3.4442,63.713,112.56,1068.4,9.3887,19.2181,4.0095,8.1055,1.3913,50.28,3.5028,3.8996,57.035,8.2373,1.3352,32.25,3.7582,29.593,12.3483,
2018-01-10,18.9401,1.2749,1.6309,3.2482,1.2451,0.97774,6.504,21.323,6.2099,114.97,0.83389,0.73941,7.8226,6.2119,258.44,13431,3.4297,63.595,111.42,1068.17,9.336,19.2879,4.003,8.0427,1.3888,50.554,3.4868,3.8688,57.036,8.1813,1.3326,32.11,3.7982,29.581,12.4428,
2018-01-11,18.6053,1.2716,1.6275,3.2336,1.256,0.97662,6.5014,21.259,6.1974,114.77,0.83215,0.74124,7.8224,6.2027,257.49,13399,3.423,63.688,111.67,1067.1,9.3195,19.3934,3.9864,8.0498,1.3858,50.419,3.4772,3.8623,56.973,8.172,1.3319,32.005,3.7986,29.582,12.461,
2018-01-12,18.6949,1.2702,1.6114,3.2099,1.2519,0.97116,6.461,21.027,6.1372,114.4,0.82393,0.73315,7.8242,6.1345,254.38,13331,3.4005,63.601,111.13,1062.49,9.2613,19.1118,3.9759,7.9583,1.3781,50.378,3.4376,3.82,56.61,8.1033,1.3268,31.97,3.756,29.624,12.3985,
2018-01-15,18.6853,1.2571,1.5931,3.196,1.2432,0.96107,6.4381,20.796,6.0679,113.97,0.81453,0.72528,7.8236,6.0552,251.61,13307,3.3996,63.517,110.62,1063.57,9.2147,18.832,3.956,7.8772,1.3707,50.3,3.3955,3.7695,56.433,8.0097,1.3214,31.925,3.7828,29.554,12.3022,
2018-01-16,18.7326,1.2575,1.5992,3.2137,1.2424,0.96443,6.4415,20.863,6.0909,114.21,0.81766,0.72657,7.8234,6.0699,252.45,13338,3.415,64.047,110.71,1064.92,9.2383,18.7727,3.9649,7.8747,1.3743,50.645,3.4107,3.8007,56.439,8.0317,1.3234,31.98,3.797,29.591,12.2625,
2018-01-17,18.8863,1.2549,1.6027,3.2367,1.2444,0.96484,6.4351,20.853,6.1025,114.32,0.81947,0.72579,7.819,6.0859,253.03,13359,3.4558,63.928,110.8,1068.3,9.2501,18.7978,3.9613,7.8849,1.3767,50.821,3.4183,3.8164,56.86,8.0656,1.3237,31.96,3.8232,29.573,12.335,
2018-01-18,18.85,1.2514,1.5985,3.2138,1.2447,0.9602,6.4227,20.732,6.087,114.21,0.81733,0.72095,7.8176,6.0817,252.15,13343,3.4287,63.85,111.21,1067.93,9.2327,18.649,3.9555,7.8474,1.3698,50.73,3.4054,3.7989,56.57,8.0347,1.322,31.92,3.7903,29.541,12.2628,
2018-01-19,18.9196,1.2486,1.5959,3.2078,1.2441,0.95945,6.404,20.753,6.0754,114.13,0.81599,0.72105,7.8184,6.0671,252.31,13314,3.4139,63.843,110.6,1066.44,9.2233,18.6177,3.938,7.8534,1.3734,50.704,3.404,3.802,56.574,8.0239,1.3201,31.88,3.799,29.361,12.2034,
2018-01-22,18.9885,1.249,1.598,3.1933,1.2477,0.96119,6.4036,20.753,6.0824,114.05,0.81706,0.71971,7.8184,6.0753,253.0,13352,3.4199,63.912,110.84,1070.33,9.2336,18.6339,3.935,7.862,1.3692,50.893,3.4077,3.8132,56.608,8.035,1.3196,31.86,3.8036,29.288,12.1,
2018-01-23,19.195,1.2544,1.5967,3.2209,1.2482,0.96163,6.4059,20.739,6.0768,114.03,0.81639,0.71704,7.8178,6.0663,253.19,13344,3.4189,63.775,110.5,1075.88,9.2283,18.8277,3.9312,7.8684,1.3652,51.025,3.404,3.8134,56.495,8.0368,1.3195,31.83,3.7795,29.277,12.1276,
2018-01-24,19.4446,1.2395,1.5834,3.1928,1.2329,0.95005,6.373,20.542,6.0274,113.68,0.80959,0.70582,7.817,6.0172,250.17,13318,3.4097,63.693,109.4,1064.87,9.1817,18.5427,3.9094,7.7943,1.3501,50.834,3.3649,3.7766,56.324,7.9601,1.31,31.6,3.7454,29.129,11.9659,
2018-01-25,19.5503,1.2378,1.5764,3.1485,1.2323,0.9414,6.331,20.457,6.0002,113.48,0.806,0.70152,7.8178,5.9841,249.34,13293,3.4036,63.565,108.91,1059.41,9.156,18.442,3.8855,7.7261,1.3559,50.93,3.3424,3.7634,55.841,7.9139,1.3059,31.42,3.7406,29.058,11.8976,
2018-01-26,19.5803,1.2367,1.5727,3.148,1.2323,0.93535,6.3278,20.39,5.9849,113.26,0.80412,0.70228,7.8178,5.9657,249.12,13315,3.3894,63.61,109.32,1064.39,9.1411,18.5486,3.8742,7.6918,1.3624,51.055,3.3308,3.7523,55.906,7.8807,1.3074,31.39,3.75,29.129,11.8915,
2018-01-29,19.55,1.2361,1.5799,3.1674,1.2335,0.93408,6.3319,20.435,6.0124,113.56,0.80782,0.7104,7.8183,5.9955,249.89,13399,3.4034,63.58,108.85,1070.15,9.17,18.6057,3.8869,7.7186,1.3637,51.411,3.3473,3.7588,56.437,7.9023,1.3103,31.44,3.777,29.19,11.9763,
2018-01-30,19.5822,1.2354,1.5746,3.1624,1.2321,0.93302,6.3253,20.393,5.9911,113.41,0.80509,0.70791,7.8188,5.9728,249.88,13389,3.3996,63.648,108.67,1070.16,9.1558,18.6209,3.9005,7.6989,1.3636,51.327,3.337,3.7447,56.025,7.8758,1.3107,31.41,3.7705,29.212,11.9136,
2018-01-31,19.6307,1.2328,1.57,3.1603,1.2274,0.93369,6.2888,20.287,5.9741,113.41,0.80276,0.70571,7.8199,5.9665,249.38,13376,3.4056,63.563,108.85,1065.29,9.1378,18.6449,3.8997,7.676,1.3489,51.274,3.3317,3.7365,56.251,7.8386,1.3075,31.31,3.7515,29.131,11.8664,
2018-02-01,19.5602,1.2495,1.5698,3.1694,1.2319,0.93129,6.2967,20.28,5.9738,113.48,0.80263,0.70246,7.82,5.9656,248.86,13418,3.4284,64.023,109.66,1071.08,9.1421,18.5657,3.904,7.6816,1.36,51.633,3.3344,3.7361,56.282,7.8682,1.3125,31.36,3.7464,29.245,11.8986,100.34
2018-02-02,19.43,1.2512,1.5656,3.2015,1.2317,0.92827,6.288,20.167,5.9581,113.2,0.80051,0.70325,7.8204,5.9517,247.75,13466,3.434,64.057,109.85,1084.83,9.125,18.4566,3.887,7.6579,1.3577,51.625,3.3254,3.719,56.271,7.8629,1.3136,31.4,3.746,29.279,11.9741,100.22
2018-02-05,19.4751,1.2592,1.5722,3.2294,1.2434,0.9324,6.29,20.254,5.9834,113.36,0.80386,0.71196,7.8206,5.9751,248.87,13495,3.4415,64.103,109.86,1087.33,9.1491,18.5884,3.9033,7.7257,1.3686,51.583,3.3428,3.7245,56.67,7.905,1.3173,31.53,3.76,29.332,12.0285,100.48
2018-02-06,19.6602,1.2757,1.5863,3.2753,1.2562,0.93852,6.2816,20.466,6.0369,113.76,0.8111,0.72094,7.8192,6.0311,251.97,13575,3.4853,64.273,109.47,1086.78,9.2018,18.8109,3.915,7.868,1.3752,51.54,3.3777,3.7671,57.353,8.0043,1.3232,31.585,3.7835,29.344,12.0625,101.39
2018-02-07,19.5996,1.2712,1.5852,3.2477,1.2518,0.941,6.2746,20.449,6.0326,113.8,0.8105,0.71871,7.8184,6.0312,251.1,13559,3.4913,64.245,109.29,1082.61,9.1982,18.6797,3.903,7.8309,1.3695,51.253,3.3713,3.7733,57.158,7.9904,1.3204,31.59,3.7835,29.23,11.9663,101.31
2018-02-08,19.7298,1.2809,1.5963,3.2675,1.2571,0.94311,6.3295,20.606,6.0743,114.26,0.81619,0.71428,7.8187,6.0723,253.8,13648,3.4952,64.293,109.62,1089.92,9.2378,18.7675,3.9327,7.9056,1.3848,51.672,3.4031,3.7969,57.857,8.0777,1.3294,31.84,3.8117,29.383,12.0802,102.19
2018-02-09,19.9576,1.2809,1.5936,3.2791,1.2609,0.93702,6.3034,20.643,6.0651,113.95,0.8148,0.72305,7.8208,6.0649,254.28,13659,3.5259,64.372,108.85,1088.72,9.2284,18.8161,3.9599,7.9836,1.3812,51.596,3.4142,3.7939,58.263,8.103,1.3298,31.8,3.8271,29.337,12.121,102.01
2018-02-12,20.002,1.2758,1.5949,3.2957,1.258,0.93802,6.3283,20.678,6.0718,114.02,0.81546,0.7225,7.8196,6.0772,254.4,13637,3.5243,64.335,108.64,1083.18,9.2327,18.6219,3.9442,7.9487,1.3796,51.969,3.4044,3.7939,57.967,8.089,1.3256,31.7,3.804,29.335,11.9645,102.26
2018-02-13,19.9797,1.2742,1.5858,3.2954,1.2604,0.93424,6.3443,20.584,6.0397,114.06,0.81083,0.72111,7.8219,6.0291,253.11,13640,3.533,64.277,107.69,1085.09,9.1994,18.6313,3.947,7.899,1.3736,52.124,3.3877,3.7773,57.777,8.0587,1.3228,31.51,3.8,29.32,11.9825,101.68
2018-02-14,19.9951,1.272,1.5839,3.2819,1.2575,0.93286,6.3444,20.546,6.0324,113.93,0.80985,0.72109,7.8219,6.0204,253.34,13616,3.5371,64.072,107.22,1078.06,9.1896,18.6208,3.9033,7.8675,1.3665,52.148,3.3786,3.7744,57.377,8.0422,1.3192,31.42,3.8005,29.223,11.8188,101.39
2018-02-15,19.7999,1.2613,1.5655,3.2221,1.249,0.92412,6.3444,20.307,5.9628,113.34,0.80045,0.70968,7.8222,5.954,249.48,13525,3.5242,63.915,106.55,1065.2,9.1225,18.5112,3.8945,7.7924,1.3535,52.145,3.3244,3.7317,56.68,7.9388,1.3115,31.32,3.7658,29.03,11.6551,100.06
2018-02-16,19.6751,1.2592,1.5692,3.2344,1.2506,0.92434,6.3444,20.331,5.9757,113.65,0.80231,0.71248,7.8208,5.9676,249.74,13517,3.5471,64.217,106.18,1064.87,9.1348,18.5037,3.8945,7.7672,1.3521,52.247,3.3374,3.7408,56.393,7.9541,1.3107,31.29,3.7535,29.053,11.6601,100.45
2018-02-19,19.7679,1.2632,1.576,3.2334,1.2564,0.92772,6.3444,20.409,6.0016,113.87,0.8058,0.71386,7.8223,5.994,250.73,13553,3.5192,64.253,106.56,1066.86,9.1612,18.5439,3.8905,7.782,1.3554,52.458,3.3409,3.7561,56.463,7.9899,1.3131,31.38,3.753,29.085,11.653,100.48
2018-02-20,19.9198,1.2681,1.5849,3.2507,1.2604,0.93493,6.3444,20.517,6.0351,113.91,0.81037,0.71449,7.8241,6.028,252.66,13630,3.5024,64.83,107.17,1072.69,9.1944,18.6386,3.898,7.8349,1.36,52.318,3.3604,3.7793,56.651,8.0784,1.3186,31.51,3.7736,29.193,11.7436,100.73
2018-02-21,19.9496,1.2739,1.5885,3.2554,1.2671,0.93819,6.3444,20.599,6.0482,113.86,0.81222,0.71851,7.825,6.0441,253.53,13611,3.4984,64.758,107.55,1073.77,9.194,18.7232,3.9128,7.8314,1.3608,52.168,3.3779,3.7861,56.584,8.0936,1.3212,31.5,3.789,29.193,11.645,100.63
2018-02-22,19.9299,1.2788,1.5932,3.2705,1.2699,0.93744,6.3608,20.622,6.0657,114.16,0.8146,0.71964,7.8249,6.0643,254.72,13711,3.4975,65.078,107.1,1084.44,9.2119,18.7952,3.9192,7.8929,1.3653,52.062,3.4066,3.7924,56.755,8.143,1.3223,31.575,3.7999,29.299,11.7168,100.93
2018-02-23,19.965,1.2782,1.5902,3.2421,1.2695,0.93544,6.335,20.601,6.0549,114.34,0.81307,0.71502,7.8233,6.0464,254.39,13676,3.4896,64.763,106.74,1076.81,9.2136,18.569,3.9137,7.8681,1.3712,51.808,3.3904,3.7849,56.466,8.1781,1.3216,31.44,3.7869,29.272,11.5651,100.74
2018-02-26,19.9951,1.2752,1.5875,3.2351,1.2676,0.93588,6.3087,20.61,6.0438,113.94,0.81169,0.71282,7.8236,6.0418,254.54,13664,3.493,64.775,106.82,1071.56,9.1966,18.6023,3.9095,7.8168,1.3675,51.896,3.3845,3.7845,55.958,8.1522,1.3171,31.32,3.7808,29.251,11.593,100.41
2018-02-27,20.236,1.2762,1.59,3.238,1.272,0.93805,6.3137,20.647,6.0532,114.02,0.81294,0.71864,7.8264,6.0525,255.24,13673,3.4812,64.875,107.12,1071.87,9.2126,18.7221,3.908,7.8278,1.3753,52.261,3.3875,3.7863,55.929,8.1945,1.3198,31.39,3.7907,29.222,11.656,100.72
2018-02-28,20.195,1.2803,1.6013,3.2434,1.2779,0.94318,6.3276,20.811,6.0967,114.37,0.81873,0.72388,7.8267,6.1,257.02,13749,3.4803,65.19,107.02,1080.93,9.2529,18.785,3.9242,7.8724,1.3841,52.105,3.4207,3.8178,56.291,8.2629,1.3232,31.43,3.8031,29.328,11.7633,101.28
2018-03-01,20.155,1.2937,1.6069,3.2651,1.2862,0.94643,6.3503,20.897,6.1186,114.63,0.82163,0.7273,7.827,6.1195,257.81,13803,3.4834,65.175,106.79,1087.41,9.2733,18.927,3.9285,7.9369,1.3858,51.959,3.4387,3.8266,56.839,8.3136,1.3269,31.57,3.8152,29.376,11.93,101.64
2018-03-02,20.21,1.2902,1.5885,3.2567,1.288,0.93502,6.3451,20.638,6.0493,114.02,0.81222,0.72547,7.8295,6.0465,254.94,13778,3.4526,65.237,105.4,1084.18,9.2053,18.9279,3.9203,7.8117,1.3819,52.009,3.4068,3.7845,57.168,8.2556,1.3207,31.49,3.8173,29.322,11.9451,100.63
2018-03-05,20.3,1.2909,1.5892,3.258,1.2931,0.93841,6.3403,20.642,6.0509,114.04,0.81255,0.72373,7.8328,6.0375,254.94,13763,3.4598,65.109,105.65,1079.62,9.2072,18.899,3.905,7.8277,1.3834,51.965,3.4053,3.7879,57.12,8.2622,1.3194,31.42,3.814,29.318,11.8775,100.51
2018-03-06,20.115,1.2763,1.5759,3.2171,1.2886,0.93675,6.3281,20.45,6.0023,113.7,0.80574,0.71844,7.8332,5.9846,252.28,13722,3.457,64.926,106.23,1061.09,9.1598,18.6657,3.8935,7.7455,1.3685,51.857,3.3692,3.7546,56.297,8.2052,1.3154,31.32,3.788,29.202,11.7194,99.67
2018-03-07,20.37,1.2812,1.5751,3.229,1.2931,0.94008,6.3207,20.473,6.0,113.76,0.80535,0.72089,7.8356,5.9821,251.06,13757,3.4612,64.895,105.83,1069.27,9.1558,18.85,3.9037,7.7938,1.3742,52.002,3.3775,3.7533,56.862,8.2454,1.3146,31.31,3.7974,29.289,11.9042,99.62
2018-03-08,20.415,1.2811,1.5746,3.2414,1.2917,0.94445,6.3357,20.471,5.9983,113.68,0.80509,0.72027,7.838,5.987,251.2,13779,3.45,65.132,106.13,1071.84,9.1396,18.6925,3.9065,7.8202,1.3769,52.046,3.3848,3.7507,56.895,8.2258,1.3154,31.335,3.8102,29.327,11.8887,99.43
2018-03-09,20.35,1.2832,1.5912,3.2625,1.2894,0.95151,6.3376,20.709,6.0609,114.12,0.8136,0.72324,7.8407,6.0495,253.79,13813,3.4452,65.194,106.83,1070.3,9.2045,18.6161,3.9138,7.8064,1.3775,52.154,3.4186,3.789,57.043,8.2701,1.3184,31.355,3.819,29.34,11.8995,99.99
2018-03-12,20.28,1.2714,1.5898,3.2586,1.2829,0.94952,6.3312,20.686,6.0556,114.0,0.81288,0.72013,7.8399,6.0519,253.53,13768,3.4443,65.012,106.52,1066.62,9.2001,18.6815,3.9045,7.7748,1.37,52.081,3.4151,3.7895,56.94,8.2558,1.3146,31.33,3.8377,29.285,11.8487,100.07
2018-03-13,20.173,1.267,1.5801,3.243,1.2837,0.94442,6.3229,20.578,6.0176,113.88,0.80788,0.71619,7.839,6.0116,251.99,13713,3.4379,64.857,106.89,1063.86,9.1606,18.5151,3.8934,7.7402,1.3606,51.94,3.4027,3.7663,56.798,8.2055,1.3107,31.21,3.8635,29.243,11.7779,99.45
2018-03-14,20.175,1.2648,1.5812,3.2536,1.293,0.94624,6.3133,20.573,6.0226,113.91,0.80847,0.71655,7.8404,6.0173,251.94,13729,3.4307,64.84,106.53,1062.31,9.1501,18.5771,3.897,7.7393,1.3625,52.009,3.3974,3.7695,56.992,8.1862,1.3092,31.13,3.8745,29.219,11.7628,99.52
2018-03-15,20.24,1.275,1.5848,3.2881,1.2985,0.94717,6.3176,20.595,6.0357,114.0,0.81031,0.71696,7.8416,6.0318,252.06,13757,3.4367,64.954,106.07,1065.24,9.1511,18.6889,3.9155,7.7042,1.3706,52.043,3.4132,3.7803,57.235,8.1795,1.3112,31.165,3.8973,29.131,11.8566,99.75
2018-03-16,20.354,1.2893,1.59,3.2895,1.3078,0.9513,6.3255,20.661,6.0553,114.16,0.81294,0.71745,7.8429,6.0408,252.86,13761,3.4543,64.927,105.85,1067.74,9.1862,18.7286,3.9085,7.7156,1.3822,51.954,3.4284,3.7928,57.634,8.194,1.3155,31.2,3.9141,29.126,11.942,99.75
2018-03-19,20.213,1.2994,1.5889,3.2957,1.3084,0.95191,6.3323,20.661,6.0512,114.04,0.81241,0.71162,7.8428,6.0358,252.64,13777,3.4674,65.196,106.14,1073.33,9.1788,18.8374,3.9145,7.7346,1.3865,52.136,3.426,3.7921,57.979,8.1922,1.318,31.21,3.947,29.172,12.0981,99.52
2018-03-20,20.22,1.298,1.5932,3.2918,1.3066,0.95479,6.333,20.71,6.0675,114.17,0.8146,0.71452,7.8442,6.0625,253.45,13761,3.4817,65.2,106.48,1071.14,9.1944,18.7431,3.9175,7.7275,1.388,52.074,3.4439,3.8012,57.712,8.1918,1.3175,31.2,3.9295,29.163,11.9573,99.79
2018-03-21,20.282,1.3018,1.5919,3.3007,1.298,0.95304,6.33,20.692,6.0627,114.26,0.81393,0.7114,7.8461,6.0557,253.48,13763,3.4943,65.212,106.22,1072.13,9.1949,18.5479,3.9193,7.7347,1.3965,52.122,3.4482,3.7993,57.482,8.2112,1.3183,31.21,3.9355,29.19,11.9871,99.87
2018-03-22,20.278,1.297,1.588,3.3019,1.2901,0.94763,6.3345,20.623,6.0477,113.98,0.81195,0.70802,7.8468,6.0438,253.05,13753,3.4881,65.102,105.35,1080.32,9.1859,18.493,3.9128,7.7386,1.3828,52.407,3.4278,3.7898,57.096,8.217,1.3159,31.27,3.9276,29.186,11.8321,99.63
2018-03-23,20.232,1.2942,1.5842,3.2987,1.2853,0.94792,6.3158,20.578,6.0326,113.98,0.80998,0.70699,7.8478,6.0261,253.44,13764,3.4816,65.009,105.09,1077.51,9.1735,18.5323,3.9175,7.7527,1.3789,52.357,3.4231,3.7769,57.135,8.2572,1.3135,31.18,3.9592,29.139,11.7612,98.9
2018-03-26,20.183,1.293,1.5759,3.298,1.2889,0.94585,6.2786,20.503,6.0013,113.73,0.80574,0.70299,7.8466,5.9963,251.98,13734,3.4902,64.87,105.12,1077.26,9.1458,18.4336,3.9018,7.7039,1.3721,52.228,3.4083,3.7542,56.958,8.2079,1.3113,31.15,3.9855,29.094,11.6781,98.22
2018-03-27,20.181,1.2985,1.5803,3.317,1.2887,0.95055,6.2807,20.583,6.0188,113.72,0.80802,0.71057,7.8469,6.0123,252.79,13740,3.4916,64.973,105.88,1073.74,9.1694,18.4147,3.8761,7.7249,1.3769,52.485,3.4095,3.762,57.224,8.2544,1.3096,31.23,3.9939,29.142,11.6837,98.34
2018-03-28,20.155,1.3012,1.5775,3.3283,1.2884,0.95185,6.289,20.537,6.0101,113.74,0.80658,0.70661,7.8476,6.0032,252.06,13759,3.4968,65.172,106.15,1065.87,9.159,18.3675,3.8571,7.7773,1.3772,52.325,3.3935,3.7526,57.529,8.2917,1.3078,31.25,3.9975,29.142,11.6978,98.0
2018-03-29,20.132,1.3015,1.5874,3.3226,1.2901,0.95601,6.2875,20.636,6.049,114.16,0.81162,0.71009,7.8481,6.0322,253.33,13744,3.5112,65.173,106.44,1063.95,9.1982,18.2818,3.868,7.8541,1.3877,52.247,3.4174,3.7793,57.536,8.347,1.3114,31.23,3.975,29.162,11.8667,98.61
2018-04-03,20.135,1.2995,1.589,3.3102,1.2852,0.95669,6.2846,20.61,6.0523,114.16,0.81248,0.71111,7.8487,6.0383,253.69,13760,3.5262,65.006,106.24,1054.49,9.2078,18.1947,3.8757,7.8273,1.3783,52.026,3.4195,3.787,57.592,8.3659,1.3092,31.18,3.9785,29.153,11.823,98.72
2018-04-04,20.174,1.3016,1.5932,3.3656,1.2835,0.95927,6.3057,20.642,6.0687,114.15,0.8146,0.71337,7.8491,6.0544,253.89,13767,3.5429,65.13,106.25,1064.23,9.2238,18.3447,3.8782,7.8482,1.3726,52.152,3.4242,3.796,57.81,8.4046,1.3144,31.25,4.0129,29.251,11.9198,98.97
2018-04-05,20.171,1.3002,1.5953,3.2995,1.2772,0.96215,6.3052,20.658,6.0744,114.28,0.81566,0.71285,7.8493,6.062,253.64,13772,3.5358,64.927,107.06,1059.88,9.2313,18.0905,3.8688,7.8201,1.3702,52.064,3.4291,3.8029,57.606,8.4127,1.3143,31.265,4.041,29.222,11.9265,99.1
2018-04-06,20.189,1.3024,1.5987,3.3604,1.2792,0.96436,6.3052,20.712,6.0875,114.37,0.81739,0.71354,7.8481,6.0683,255.48,13774,3.5362,64.967,107.34,1071.56,9.239,18.254,3.8714,7.8355,1.3801,52.06,3.4317,3.812,57.894,8.4178,1.3191,31.29,4.0579,29.312,12.0776,99.15
2018-04-09,20.176,1.3045,1.5896,3.3721,1.2781,0.95822,6.3139,20.609,6.0524,114.06,0.81274,0.7078,7.8492,6.0403,253.66,13783,3.5271,64.982,107.01,1070.13,9.1921,18.3583,3.872,7.7928,1.3712,52.015,3.4096,3.7901,60.235,8.368,1.3132,31.27,4.0652,29.254,12.123,98.59
2018-04-10,20.183,1.2925,1.5822,3.4026,1.2657,0.95397,6.2892,20.496,6.0244,113.87,0.809,0.70531,7.8497,6.0104,252.26,13751,3.5039,64.995,107.01,1067.47,9.172,18.2655,3.8695,7.8044,1.3596,51.967,3.3921,3.7715,62.666,8.3209,1.3107,31.23,4.0953,29.208,12.0563,98.62
2018-04-11,20.15,1.2904,1.5793,3.4184,1.2617,0.95728,6.2835,20.448,6.0117,113.78,0.80749,0.70543,7.8498,5.9964,251.73,13765,3.5166,65.302,106.8,1069.61,9.1458,18.2922,3.8745,7.7691,1.3576,51.986,3.3846,3.7651,64.608,8.3061,1.3085,31.17,4.1854,29.219,12.0864,98.19
2018-04-12,20.157,1.2897,1.5871,3.3662,1.2592,0.96373,6.2852,20.544,6.0416,113.92,0.81149,0.70393,7.8499,6.0223,252.7,13769,3.5155,65.26,107.15,1071.05,9.1923,18.1628,3.8765,7.7881,1.3552,52.018,3.3956,3.7828,61.588,8.417,1.311,31.2,4.0958,29.312,11.9969,99.0
2018-04-13,20.203,1.2829,1.5879,3.4082,1.257,0.96241,6.281,20.546,6.0459,114.0,0.81189,0.70147,7.8499,6.0214,252.6,13753,3.5168,65.211,107.69,1068.65,9.1815,18.118,3.8738,7.7651,1.3561,51.936,3.3907,3.7836,61.881,8.4272,1.3118,31.15,4.0928,29.292,12.053,98.73
2018-04-16,20.212,1.2876,1.5811,3.4196,1.2608,0.96023,6.2834,20.424,6.0205,113.79,0.80841,0.69899,7.85,5.9926,250.85,13775,3.5026,65.497,107.33,1073.83,9.1709,18.0598,3.885,7.7567,1.3624,52.051,3.3652,3.7597,62.2,8.4111,1.3113,31.24,4.108,29.38,12.083,98.63
2018-04-17,20.211,1.2875,1.5827,3.4117,1.2552,0.96366,6.283,20.437,6.0269,113.88,0.80926,0.69823,7.8499,5.9994,251.55,13775,3.5242,65.639,107.11,1068.71,9.1746,17.972,3.8891,7.7673,1.3625,52.273,3.3667,3.7605,61.763,8.4092,1.3104,31.21,4.1057,29.371,12.0168,99.22
2018-04-18,20.175,1.2878,1.5788,3.3942,1.257,0.96698,6.2824,20.425,6.0121,113.79,0.80723,0.70314,7.8499,5.9879,250.37,13768,3.5168,65.668,107.22,1065.19,9.1581,17.9747,3.8885,7.7571,1.3652,52.033,3.3659,3.7568,61.499,8.3979,1.3106,31.23,4.0935,29.331,11.9612,99.53
2018-04-19,20.124,1.2835,1.5796,3.386,1.2604,0.96721,6.2766,20.455,6.015,113.96,0.80762,0.70243,7.8487,5.9861,250.66,13787,3.5081,65.789,107.32,1061.52,9.1464,18.1449,3.8835,7.7391,1.368,52.037,3.3649,3.7611,60.804,8.3814,1.309,31.21,4.025,29.336,11.9377,99.58
2018-04-20,20.159,1.2985,1.5889,3.4034,1.2639,0.97246,6.2921,20.587,6.0506,114.1,0.81241,0.71174,7.8453,6.0208,252.27,13927,3.5287,66.122,107.57,1069.35,9.1791,18.4759,3.8934,7.8032,1.3837,52.14,3.3859,3.7847,61.531,8.425,1.3138,31.32,4.0461,29.432,12.0244,100.17
2018-04-23,20.191,1.3082,1.5981,3.4304,1.2787,0.97573,6.3089,20.762,6.0857,114.33,0.81713,0.71613,7.8423,6.0592,254.44,13940,3.5388,66.416,108.17,1077.24,9.212,18.7122,3.8925,7.8655,1.3934,52.356,3.4232,3.8059,61.818,8.4788,1.3228,31.49,4.0921,29.582,12.2242,100.67
2018-04-24,20.235,1.3132,1.6014,3.4459,1.2824,0.97797,6.3057,20.828,6.0983,114.39,0.8188,0.71619,7.8465,6.075,256.15,13871,3.5577,66.388,108.83,1076.44,9.2372,18.8316,3.9055,7.8842,1.4029,52.196,3.4386,3.8099,61.62,8.4971,1.3227,31.45,4.0928,29.591,12.3363,100.92
2018-04-25,20.251,1.3228,1.6051,3.5047,1.2888,0.98367,6.3232,20.899,6.1132,114.64,0.82068,0.71711,7.8478,6.0882,257.04,13920,3.5926,66.976,109.18,1083.8,9.2501,19.0554,3.9156,7.9647,1.4142,52.337,3.4666,3.8123,62.131,8.5531,1.3294,31.585,4.1041,29.743,12.5084,100.94
